model,attempt,temperature,top_p,prompt,results,baseline,score
gpt-4o-mini-2024-07-18,171,1.0,0.9,Qual a descrição oficial do código NCM para a mercadoria com a seguinte descrição: GB CHERRY DESOD. AERO 150ML,,"A descrição correta de acordo com a Nomenclatura Comum do Mercusul para 'GB CHERRY DESOD. AERO 150ML' é Preparações para barbear (antes, durante ou após), desodorantes (desodorizantes) corporais, preparações para banhos, depilatórios, outros produtos de perfumaria ou de toucador preparados e outras preparações cosméticas, não especificados nem compreendidos  - Desodorantes (desodorizantes) corporais e antiperspirantes Líquidos",
gpt-4o-mini-2024-07-18,171,1.9,0.1,Qual a descrição oficial do código NCM para a mercadoria com a seguinte descrição: GB CHERRY DESOD. AERO 150ML,,"A descrição correta de acordo com a Nomenclatura Comum do Mercusul para 'GB CHERRY DESOD. AERO 150ML' é Preparações para barbear (antes, durante ou após), desodorantes (desodorizantes) corporais, preparações para banhos, depilatórios, outros produtos de perfumaria ou de toucador preparados e outras preparações cosméticas, não especificados nem compreendidos  - Desodorantes (desodorizantes) corporais e antiperspirantes Líquidos",
gpt-4o-mini-2024-07-18,171,1.9,0.5,Qual a descrição oficial do código NCM para a mercadoria com a seguinte descrição: GB CHERRY DESOD. AERO 150ML,,"A descrição correta de acordo com a Nomenclatura Comum do Mercusul para 'GB CHERRY DESOD. AERO 150ML' é Preparações para barbear (antes, durante ou após), desodorantes (desodorizantes) corporais, preparações para banhos, depilatórios, outros produtos de perfumaria ou de toucador preparados e outras preparações cosméticas, não especificados nem compreendidos  - Desodorantes (desodorizantes) corporais e antiperspirantes Líquidos",
gpt-4o-mini-2024-07-18,171,1.9,0.9,Qual a descrição oficial do código NCM para a mercadoria com a seguinte descrição: GB CHERRY DESOD. AERO 150ML,,"A descrição correta de acordo com a Nomenclatura Comum do Mercusul para 'GB CHERRY DESOD. AERO 150ML' é Preparações para barbear (antes, durante ou após), desodorantes (desodorizantes) corporais, preparações para banhos, depilatórios, outros produtos de perfumaria ou de toucador preparados e outras preparações cosméticas, não especificados nem compreendidos  - Desodorantes (desodorizantes) corporais e antiperspirantes Líquidos",
gpt-4o-mini-2024-07-18,172,0.1,0.1,Qual a descrição oficial do código NCM para a mercadoria com a seguinte descrição: DES.REXONA AERO FEM 150ML COTTON,,"A descrição correta de acordo com a Nomenclatura Comum do Mercusul para 'DES.REXONA AERO FEM 150ML COTTON' é Preparações para barbear (antes, durante ou após), desodorantes (desodorizantes) corporais, preparações para banhos, depilatórios, outros produtos de perfumaria ou de toucador preparados e outras preparações cosméticas, não especificados nem compreendidos  - Desodorantes (desodorizantes) corporais e antiperspirantes Líquidos",
gpt-4o-mini-2024-07-18,172,0.1,0.5,Qual a descrição oficial do código NCM para a mercadoria com a seguinte descrição: DES.REXONA AERO FEM 150ML COTTON,,"A descrição correta de acordo com a Nomenclatura Comum do Mercusul para 'DES.REXONA AERO FEM 150ML COTTON' é Preparações para barbear (antes, durante ou após), desodorantes (desodorizantes) corporais, preparações para banhos, depilatórios, outros produtos de perfumaria ou de toucador preparados e outras preparações cosméticas, não especificados nem compreendidos  - Desodorantes (desodorizantes) corporais e antiperspirantes Líquidos",
gpt-4o-mini-2024-07-18,172,0.1,0.9,Qual a descrição oficial do código NCM para a mercadoria com a seguinte descrição: DES.REXONA AERO FEM 150ML COTTON,,"A descrição correta de acordo com a Nomenclatura Comum do Mercusul para 'DES.REXONA AERO FEM 150ML COTTON' é Preparações para barbear (antes, durante ou após), desodorantes (desodorizantes) corporais, preparações para banhos, depilatórios, outros produtos de perfumaria ou de toucador preparados e outras preparações cosméticas, não especificados nem compreendidos  - Desodorantes (desodorizantes) corporais e antiperspirantes Líquidos",
gpt-4o-mini-2024-07-18,172,1.0,0.1,Qual a descrição oficial do código NCM para a mercadoria com a seguinte descrição: DES.REXONA AERO FEM 150ML COTTON,,"A descrição correta de acordo com a Nomenclatura Comum do Mercusul para 'DES.REXONA AERO FEM 150ML COTTON' é Preparações para barbear (antes, durante ou após), desodorantes (desodorizantes) corporais, preparações para banhos, depilatórios, outros produtos de perfumaria ou de toucador preparados e outras preparações cosméticas, não especificados nem compreendidos  - Desodorantes (desodorizantes) corporais e antiperspirantes Líquidos",
gpt-4o-mini-2024-07-18,172,1.0,0.5,Qual a descrição oficial do código NCM para a mercadoria com a seguinte descrição: DES.REXONA AERO FEM 150ML COTTON,,"A descrição correta de acordo com a Nomenclatura Comum do Mercusul para 'DES.REXONA AERO FEM 150ML COTTON' é Preparações para barbear (antes, durante ou após), desodorantes (desodorizantes) corporais, preparações para banhos, depilatórios, outros produtos de perfumaria ou de toucador preparados e outras preparações cosméticas, não especificados nem compreendidos  - Desodorantes (desodorizantes) corporais e antiperspirantes Líquidos",
gpt-4o-mini-2024-07-18,172,1.0,0.9,Qual a descrição oficial do código NCM para a mercadoria com a seguinte descrição: DES.REXONA AERO FEM 150ML COTTON,,"A descrição correta de acordo com a Nomenclatura Comum do Mercusul para 'DES.REXONA AERO FEM 150ML COTTON' é Preparações para barbear (antes, durante ou após), desodorantes (desodorizantes) corporais, preparações para banhos, depilatórios, outros produtos de perfumaria ou de toucador preparados e outras preparações cosméticas, não especificados nem compreendidos  - Desodorantes (desodorizantes) corporais e antiperspirantes Líquidos",
gpt-4o-mini-2024-07-18,172,1.9,0.1,Qual a descrição oficial do código NCM para a mercadoria com a seguinte descrição: DES.REXONA AERO FEM 150ML COTTON,,"A descrição correta de acordo com a Nomenclatura Comum do Mercusul para 'DES.REXONA AERO FEM 150ML COTTON' é Preparações para barbear (antes, durante ou após), desodorantes (desodorizantes) corporais, preparações para banhos, depilatórios, outros produtos de perfumaria ou de toucador preparados e outras preparações cosméticas, não especificados nem compreendidos  - Desodorantes (desodorizantes) corporais e antiperspirantes Líquidos",
gpt-4o-mini-2024-07-18,172,1.9,0.5,Qual a descrição oficial do código NCM para a mercadoria com a seguinte descrição: DES.REXONA AERO FEM 150ML COTTON,,"A descrição correta de acordo com a Nomenclatura Comum do Mercusul para 'DES.REXONA AERO FEM 150ML COTTON' é Preparações para barbear (antes, durante ou após), desodorantes (desodorizantes) corporais, preparações para banhos, depilatórios, outros produtos de perfumaria ou de toucador preparados e outras preparações cosméticas, não especificados nem compreendidos  - Desodorantes (desodorizantes) corporais e antiperspirantes Líquidos",
gpt-4o-mini-2024-07-18,172,1.9,0.9,Qual a descrição oficial do código NCM para a mercadoria com a seguinte descrição: DES.REXONA AERO FEM 150ML COTTON,,"A descrição correta de acordo com a Nomenclatura Comum do Mercusul para 'DES.REXONA AERO FEM 150ML COTTON' é Preparações para barbear (antes, durante ou após), desodorantes (desodorizantes) corporais, preparações para banhos, depilatórios, outros produtos de perfumaria ou de toucador preparados e outras preparações cosméticas, não especificados nem compreendidos  - Desodorantes (desodorizantes) corporais e antiperspirantes Líquidos",
gpt-4o-mini-2024-07-18,173,0.1,0.1,"Qual a descrição oficial do código NCM para a mercadoria com a seguinte descrição: ESM IMP HIPO CAN DOS PASSAROS 7,5 ML 6X1",,"A descrição correta de acordo com a Nomenclatura Comum do Mercusul para 'ESM IMP HIPO CAN DOS PASSAROS 7,5 ML 6X1' é Produtos de beleza ou de maquiagem preparados e preparações para conservação ou cuidados da pele (exceto medicamentos), incluindo as preparações anti-solares e os bronzeadores; preparações para manicuros e pedicuros.   - Preparações para manicuros e pedicuros",
gpt-4o-mini-2024-07-18,173,0.1,0.5,"Qual a descrição oficial do código NCM para a mercadoria com a seguinte descrição: ESM IMP HIPO CAN DOS PASSAROS 7,5 ML 6X1",,"A descrição correta de acordo com a Nomenclatura Comum do Mercusul para 'ESM IMP HIPO CAN DOS PASSAROS 7,5 ML 6X1' é Produtos de beleza ou de maquiagem preparados e preparações para conservação ou cuidados da pele (exceto medicamentos), incluindo as preparações anti-solares e os bronzeadores; preparações para manicuros e pedicuros.   - Preparações para manicuros e pedicuros",
gpt-4o-mini-2024-07-18,173,0.1,0.9,"Qual a descrição oficial do código NCM para a mercadoria com a seguinte descrição: ESM IMP HIPO CAN DOS PASSAROS 7,5 ML 6X1",,"A descrição correta de acordo com a Nomenclatura Comum do Mercusul para 'ESM IMP HIPO CAN DOS PASSAROS 7,5 ML 6X1' é Produtos de beleza ou de maquiagem preparados e preparações para conservação ou cuidados da pele (exceto medicamentos), incluindo as preparações anti-solares e os bronzeadores; preparações para manicuros e pedicuros.   - Preparações para manicuros e pedicuros",
gpt-4o-mini-2024-07-18,173,1.0,0.1,"Qual a descrição oficial do código NCM para a mercadoria com a seguinte descrição: ESM IMP HIPO CAN DOS PASSAROS 7,5 ML 6X1",,"A descrição correta de acordo com a Nomenclatura Comum do Mercusul para 'ESM IMP HIPO CAN DOS PASSAROS 7,5 ML 6X1' é Produtos de beleza ou de maquiagem preparados e preparações para conservação ou cuidados da pele (exceto medicamentos), incluindo as preparações anti-solares e os bronzeadores; preparações para manicuros e pedicuros.   - Preparações para manicuros e pedicuros",
gpt-4o-mini-2024-07-18,173,1.0,0.5,"Qual a descrição oficial do código NCM para a mercadoria com a seguinte descrição: ESM IMP HIPO CAN DOS PASSAROS 7,5 ML 6X1",,"A descrição correta de acordo com a Nomenclatura Comum do Mercusul para 'ESM IMP HIPO CAN DOS PASSAROS 7,5 ML 6X1' é Produtos de beleza ou de maquiagem preparados e preparações para conservação ou cuidados da pele (exceto medicamentos), incluindo as preparações anti-solares e os bronzeadores; preparações para manicuros e pedicuros.   - Preparações para manicuros e pedicuros",
gpt-4o-mini-2024-07-18,173,1.0,0.9,"Qual a descrição oficial do código NCM para a mercadoria com a seguinte descrição: ESM IMP HIPO CAN DOS PASSAROS 7,5 ML 6X1",,"A descrição correta de acordo com a Nomenclatura Comum do Mercusul para 'ESM IMP HIPO CAN DOS PASSAROS 7,5 ML 6X1' é Produtos de beleza ou de maquiagem preparados e preparações para conservação ou cuidados da pele (exceto medicamentos), incluindo as preparações anti-solares e os bronzeadores; preparações para manicuros e pedicuros.   - Preparações para manicuros e pedicuros",
gpt-4o-mini-2024-07-18,173,1.9,0.1,"Qual a descrição oficial do código NCM para a mercadoria com a seguinte descrição: ESM IMP HIPO CAN DOS PASSAROS 7,5 ML 6X1",,"A descrição correta de acordo com a Nomenclatura Comum do Mercusul para 'ESM IMP HIPO CAN DOS PASSAROS 7,5 ML 6X1' é Produtos de beleza ou de maquiagem preparados e preparações para conservação ou cuidados da pele (exceto medicamentos), incluindo as preparações anti-solares e os bronzeadores; preparações para manicuros e pedicuros.   - Preparações para manicuros e pedicuros",
gpt-4o-mini-2024-07-18,173,1.9,0.5,"Qual a descrição oficial do código NCM para a mercadoria com a seguinte descrição: ESM IMP HIPO CAN DOS PASSAROS 7,5 ML 6X1",,"A descrição correta de acordo com a Nomenclatura Comum do Mercusul para 'ESM IMP HIPO CAN DOS PASSAROS 7,5 ML 6X1' é Produtos de beleza ou de maquiagem preparados e preparações para conservação ou cuidados da pele (exceto medicamentos), incluindo as preparações anti-solares e os bronzeadores; preparações para manicuros e pedicuros.   - Preparações para manicuros e pedicuros",
gpt-4o-mini-2024-07-18,173,1.9,0.9,"Qual a descrição oficial do código NCM para a mercadoria com a seguinte descrição: ESM IMP HIPO CAN DOS PASSAROS 7,5 ML 6X1",,"A descrição correta de acordo com a Nomenclatura Comum do Mercusul para 'ESM IMP HIPO CAN DOS PASSAROS 7,5 ML 6X1' é Produtos de beleza ou de maquiagem preparados e preparações para conservação ou cuidados da pele (exceto medicamentos), incluindo as preparações anti-solares e os bronzeadores; preparações para manicuros e pedicuros.   - Preparações para manicuros e pedicuros",
gpt-4o-mini-2024-07-18,174,0.1,0.1,Qual a descrição oficial do código NCM para a mercadoria com a seguinte descrição: VODKA BELVEDERE BLOOD MARY 700ML GF,,"A descrição correta de acordo com a Nomenclatura Comum do Mercusul para 'VODKA BELVEDERE BLOOD MARY 700ML GF' é Álcool etílico não desnaturado, com um teor alcoólico, em volume, inferior a 80 % vol; aguardentes, licores e outras bebidas espirituosas.   - Vodca",
gpt-4o-mini-2024-07-18,174,0.1,0.5,Qual a descrição oficial do código NCM para a mercadoria com a seguinte descrição: VODKA BELVEDERE BLOOD MARY 700ML GF,,"A descrição correta de acordo com a Nomenclatura Comum do Mercusul para 'VODKA BELVEDERE BLOOD MARY 700ML GF' é Álcool etílico não desnaturado, com um teor alcoólico, em volume, inferior a 80 % vol; aguardentes, licores e outras bebidas espirituosas.   - Vodca",
gpt-4o-mini-2024-07-18,174,0.1,0.9,Qual a descrição oficial do código NCM para a mercadoria com a seguinte descrição: VODKA BELVEDERE BLOOD MARY 700ML GF,,"A descrição correta de acordo com a Nomenclatura Comum do Mercusul para 'VODKA BELVEDERE BLOOD MARY 700ML GF' é Álcool etílico não desnaturado, com um teor alcoólico, em volume, inferior a 80 % vol; aguardentes, licores e outras bebidas espirituosas.   - Vodca",
gpt-4o-mini-2024-07-18,174,1.0,0.1,Qual a descrição oficial do código NCM para a mercadoria com a seguinte descrição: VODKA BELVEDERE BLOOD MARY 700ML GF,,"A descrição correta de acordo com a Nomenclatura Comum do Mercusul para 'VODKA BELVEDERE BLOOD MARY 700ML GF' é Álcool etílico não desnaturado, com um teor alcoólico, em volume, inferior a 80 % vol; aguardentes, licores e outras bebidas espirituosas.   - Vodca",
gpt-4o-mini-2024-07-18,174,1.0,0.5,Qual a descrição oficial do código NCM para a mercadoria com a seguinte descrição: VODKA BELVEDERE BLOOD MARY 700ML GF,,"A descrição correta de acordo com a Nomenclatura Comum do Mercusul para 'VODKA BELVEDERE BLOOD MARY 700ML GF' é Álcool etílico não desnaturado, com um teor alcoólico, em volume, inferior a 80 % vol; aguardentes, licores e outras bebidas espirituosas.   - Vodca",
gpt-4o-mini-2024-07-18,174,1.0,0.9,Qual a descrição oficial do código NCM para a mercadoria com a seguinte descrição: VODKA BELVEDERE BLOOD MARY 700ML GF,,"A descrição correta de acordo com a Nomenclatura Comum do Mercusul para 'VODKA BELVEDERE BLOOD MARY 700ML GF' é Álcool etílico não desnaturado, com um teor alcoólico, em volume, inferior a 80 % vol; aguardentes, licores e outras bebidas espirituosas.   - Vodca",
gpt-4o-mini-2024-07-18,174,1.9,0.1,Qual a descrição oficial do código NCM para a mercadoria com a seguinte descrição: VODKA BELVEDERE BLOOD MARY 700ML GF,,"A descrição correta de acordo com a Nomenclatura Comum do Mercusul para 'VODKA BELVEDERE BLOOD MARY 700ML GF' é Álcool etílico não desnaturado, com um teor alcoólico, em volume, inferior a 80 % vol; aguardentes, licores e outras bebidas espirituosas.   - Vodca",
gpt-4o-mini-2024-07-18,174,1.9,0.5,Qual a descrição oficial do código NCM para a mercadoria com a seguinte descrição: VODKA BELVEDERE BLOOD MARY 700ML GF,,"A descrição correta de acordo com a Nomenclatura Comum do Mercusul para 'VODKA BELVEDERE BLOOD MARY 700ML GF' é Álcool etílico não desnaturado, com um teor alcoólico, em volume, inferior a 80 % vol; aguardentes, licores e outras bebidas espirituosas.   - Vodca",
gpt-4o-mini-2024-07-18,174,1.9,0.9,Qual a descrição oficial do código NCM para a mercadoria com a seguinte descrição: VODKA BELVEDERE BLOOD MARY 700ML GF,,"A descrição correta de acordo com a Nomenclatura Comum do Mercusul para 'VODKA BELVEDERE BLOOD MARY 700ML GF' é Álcool etílico não desnaturado, com um teor alcoólico, em volume, inferior a 80 % vol; aguardentes, licores e outras bebidas espirituosas.   - Vodca",
gpt-4o-mini-2024-07-18,175,0.1,0.1,Qual a descrição oficial do código NCM para a mercadoria com a seguinte descrição: BEIRA ALTA REMOVEDOR DE ESMALTE 450ML,,"A descrição correta de acordo com a Nomenclatura Comum do Mercusul para 'BEIRA ALTA REMOVEDOR DE ESMALTE 450ML' é Produtos de beleza ou de maquiagem preparados e preparações para conservação ou cuidados da pele (exceto medicamentos), incluindo as preparações anti-solares e os bronzeadores; preparações para manicuros e pedicuros.   - Preparações para manicuros e pedicuros",
gpt-4o-mini-2024-07-18,175,0.1,0.5,Qual a descrição oficial do código NCM para a mercadoria com a seguinte descrição: BEIRA ALTA REMOVEDOR DE ESMALTE 450ML,,"A descrição correta de acordo com a Nomenclatura Comum do Mercusul para 'BEIRA ALTA REMOVEDOR DE ESMALTE 450ML' é Produtos de beleza ou de maquiagem preparados e preparações para conservação ou cuidados da pele (exceto medicamentos), incluindo as preparações anti-solares e os bronzeadores; preparações para manicuros e pedicuros.   - Preparações para manicuros e pedicuros",
gpt-4o-mini-2024-07-18,175,0.1,0.9,Qual a descrição oficial do código NCM para a mercadoria com a seguinte descrição: BEIRA ALTA REMOVEDOR DE ESMALTE 450ML,,"A descrição correta de acordo com a Nomenclatura Comum do Mercusul para 'BEIRA ALTA REMOVEDOR DE ESMALTE 450ML' é Produtos de beleza ou de maquiagem preparados e preparações para conservação ou cuidados da pele (exceto medicamentos), incluindo as preparações anti-solares e os bronzeadores; preparações para manicuros e pedicuros.   - Preparações para manicuros e pedicuros",
gpt-4o-mini-2024-07-18,175,1.0,0.1,Qual a descrição oficial do código NCM para a mercadoria com a seguinte descrição: BEIRA ALTA REMOVEDOR DE ESMALTE 450ML,,"A descrição correta de acordo com a Nomenclatura Comum do Mercusul para 'BEIRA ALTA REMOVEDOR DE ESMALTE 450ML' é Produtos de beleza ou de maquiagem preparados e preparações para conservação ou cuidados da pele (exceto medicamentos), incluindo as preparações anti-solares e os bronzeadores; preparações para manicuros e pedicuros.   - Preparações para manicuros e pedicuros",
gpt-4o-mini-2024-07-18,175,1.0,0.5,Qual a descrição oficial do código NCM para a mercadoria com a seguinte descrição: BEIRA ALTA REMOVEDOR DE ESMALTE 450ML,,"A descrição correta de acordo com a Nomenclatura Comum do Mercusul para 'BEIRA ALTA REMOVEDOR DE ESMALTE 450ML' é Produtos de beleza ou de maquiagem preparados e preparações para conservação ou cuidados da pele (exceto medicamentos), incluindo as preparações anti-solares e os bronzeadores; preparações para manicuros e pedicuros.   - Preparações para manicuros e pedicuros",
gpt-4o-mini-2024-07-18,175,1.0,0.9,Qual a descrição oficial do código NCM para a mercadoria com a seguinte descrição: BEIRA ALTA REMOVEDOR DE ESMALTE 450ML,,"A descrição correta de acordo com a Nomenclatura Comum do Mercusul para 'BEIRA ALTA REMOVEDOR DE ESMALTE 450ML' é Produtos de beleza ou de maquiagem preparados e preparações para conservação ou cuidados da pele (exceto medicamentos), incluindo as preparações anti-solares e os bronzeadores; preparações para manicuros e pedicuros.   - Preparações para manicuros e pedicuros",
gpt-4o-mini-2024-07-18,175,1.9,0.1,Qual a descrição oficial do código NCM para a mercadoria com a seguinte descrição: BEIRA ALTA REMOVEDOR DE ESMALTE 450ML,,"A descrição correta de acordo com a Nomenclatura Comum do Mercusul para 'BEIRA ALTA REMOVEDOR DE ESMALTE 450ML' é Produtos de beleza ou de maquiagem preparados e preparações para conservação ou cuidados da pele (exceto medicamentos), incluindo as preparações anti-solares e os bronzeadores; preparações para manicuros e pedicuros.   - Preparações para manicuros e pedicuros",
gpt-4o-mini-2024-07-18,175,1.9,0.5,Qual a descrição oficial do código NCM para a mercadoria com a seguinte descrição: BEIRA ALTA REMOVEDOR DE ESMALTE 450ML,,"A descrição correta de acordo com a Nomenclatura Comum do Mercusul para 'BEIRA ALTA REMOVEDOR DE ESMALTE 450ML' é Produtos de beleza ou de maquiagem preparados e preparações para conservação ou cuidados da pele (exceto medicamentos), incluindo as preparações anti-solares e os bronzeadores; preparações para manicuros e pedicuros.   - Preparações para manicuros e pedicuros",
gpt-4o-mini-2024-07-18,175,1.9,0.9,Qual a descrição oficial do código NCM para a mercadoria com a seguinte descrição: BEIRA ALTA REMOVEDOR DE ESMALTE 450ML,,"A descrição correta de acordo com a Nomenclatura Comum do Mercusul para 'BEIRA ALTA REMOVEDOR DE ESMALTE 450ML' é Produtos de beleza ou de maquiagem preparados e preparações para conservação ou cuidados da pele (exceto medicamentos), incluindo as preparações anti-solares e os bronzeadores; preparações para manicuros e pedicuros.   - Preparações para manicuros e pedicuros",
gpt-4o-mini-2024-07-18,176,0.1,0.1,Qual a descrição oficial do código NCM para a mercadoria com a seguinte descrição: LEITE HID.MONANGE VIDA ATIVA 200ML,,"A descrição correta de acordo com a Nomenclatura Comum do Mercusul para 'LEITE HID.MONANGE VIDA ATIVA 200ML' é Preparações para barbear (antes, durante ou após), desodorantes (desodorizantes) corporais, preparações para banhos, depilatórios, outros produtos de perfumaria ou de toucador preparados e outras preparações cosméticas, não especificados nem compreendidos  - Desodorantes (desodorizantes) corporais e antiperspirantes Outros",
gpt-4o-mini-2024-07-18,176,0.1,0.5,Qual a descrição oficial do código NCM para a mercadoria com a seguinte descrição: LEITE HID.MONANGE VIDA ATIVA 200ML,,"A descrição correta de acordo com a Nomenclatura Comum do Mercusul para 'LEITE HID.MONANGE VIDA ATIVA 200ML' é Preparações para barbear (antes, durante ou após), desodorantes (desodorizantes) corporais, preparações para banhos, depilatórios, outros produtos de perfumaria ou de toucador preparados e outras preparações cosméticas, não especificados nem compreendidos  - Desodorantes (desodorizantes) corporais e antiperspirantes Outros",
gpt-4o-mini-2024-07-18,176,0.1,0.9,Qual a descrição oficial do código NCM para a mercadoria com a seguinte descrição: LEITE HID.MONANGE VIDA ATIVA 200ML,,"A descrição correta de acordo com a Nomenclatura Comum do Mercusul para 'LEITE HID.MONANGE VIDA ATIVA 200ML' é Preparações para barbear (antes, durante ou após), desodorantes (desodorizantes) corporais, preparações para banhos, depilatórios, outros produtos de perfumaria ou de toucador preparados e outras preparações cosméticas, não especificados nem compreendidos  - Desodorantes (desodorizantes) corporais e antiperspirantes Outros",
gpt-4o-mini-2024-07-18,176,1.0,0.1,Qual a descrição oficial do código NCM para a mercadoria com a seguinte descrição: LEITE HID.MONANGE VIDA ATIVA 200ML,,"A descrição correta de acordo com a Nomenclatura Comum do Mercusul para 'LEITE HID.MONANGE VIDA ATIVA 200ML' é Preparações para barbear (antes, durante ou após), desodorantes (desodorizantes) corporais, preparações para banhos, depilatórios, outros produtos de perfumaria ou de toucador preparados e outras preparações cosméticas, não especificados nem compreendidos  - Desodorantes (desodorizantes) corporais e antiperspirantes Outros",
gpt-4o-mini-2024-07-18,176,1.0,0.5,Qual a descrição oficial do código NCM para a mercadoria com a seguinte descrição: LEITE HID.MONANGE VIDA ATIVA 200ML,,"A descrição correta de acordo com a Nomenclatura Comum do Mercusul para 'LEITE HID.MONANGE VIDA ATIVA 200ML' é Preparações para barbear (antes, durante ou após), desodorantes (desodorizantes) corporais, preparações para banhos, depilatórios, outros produtos de perfumaria ou de toucador preparados e outras preparações cosméticas, não especificados nem compreendidos  - Desodorantes (desodorizantes) corporais e antiperspirantes Outros",
gpt-4o-mini-2024-07-18,176,1.0,0.9,Qual a descrição oficial do código NCM para a mercadoria com a seguinte descrição: LEITE HID.MONANGE VIDA ATIVA 200ML,,"A descrição correta de acordo com a Nomenclatura Comum do Mercusul para 'LEITE HID.MONANGE VIDA ATIVA 200ML' é Preparações para barbear (antes, durante ou após), desodorantes (desodorizantes) corporais, preparações para banhos, depilatórios, outros produtos de perfumaria ou de toucador preparados e outras preparações cosméticas, não especificados nem compreendidos  - Desodorantes (desodorizantes) corporais e antiperspirantes Outros",
gpt-4o-mini-2024-07-18,176,1.9,0.1,Qual a descrição oficial do código NCM para a mercadoria com a seguinte descrição: LEITE HID.MONANGE VIDA ATIVA 200ML,,"A descrição correta de acordo com a Nomenclatura Comum do Mercusul para 'LEITE HID.MONANGE VIDA ATIVA 200ML' é Preparações para barbear (antes, durante ou após), desodorantes (desodorizantes) corporais, preparações para banhos, depilatórios, outros produtos de perfumaria ou de toucador preparados e outras preparações cosméticas, não especificados nem compreendidos  - Desodorantes (desodorizantes) corporais e antiperspirantes Outros",
gpt-4o-mini-2024-07-18,176,1.9,0.5,Qual a descrição oficial do código NCM para a mercadoria com a seguinte descrição: LEITE HID.MONANGE VIDA ATIVA 200ML,,"A descrição correta de acordo com a Nomenclatura Comum do Mercusul para 'LEITE HID.MONANGE VIDA ATIVA 200ML' é Preparações para barbear (antes, durante ou após), desodorantes (desodorizantes) corporais, preparações para banhos, depilatórios, outros produtos de perfumaria ou de toucador preparados e outras preparações cosméticas, não especificados nem compreendidos  - Desodorantes (desodorizantes) corporais e antiperspirantes Outros",
gpt-4o-mini-2024-07-18,176,1.9,0.9,Qual a descrição oficial do código NCM para a mercadoria com a seguinte descrição: LEITE HID.MONANGE VIDA ATIVA 200ML,,"A descrição correta de acordo com a Nomenclatura Comum do Mercusul para 'LEITE HID.MONANGE VIDA ATIVA 200ML' é Preparações para barbear (antes, durante ou após), desodorantes (desodorizantes) corporais, preparações para banhos, depilatórios, outros produtos de perfumaria ou de toucador preparados e outras preparações cosméticas, não especificados nem compreendidos  - Desodorantes (desodorizantes) corporais e antiperspirantes Outros",
gpt-4o-mini-2024-07-18,177,0.1,0.1,Qual a descrição oficial do código NCM para a mercadoria com a seguinte descrição: RODO DE ALUMINIO 60 CM C/CABO,,"A descrição correta de acordo com a Nomenclatura Comum do Mercusul para 'RODO DE ALUMINIO 60 CM C/CABO' é Vassouras e escovas, mesmo constituindo partes de máquinas, de aparelhos ou de veículos, vassouras mecânicas de uso manual não motorizadas, pincéis e espanadores; cabeças preparadas para escovas, pincéis e artigos semelhantes; bonecas e rolos para pintura   - Outros",
gpt-4o-mini-2024-07-18,177,0.1,0.5,Qual a descrição oficial do código NCM para a mercadoria com a seguinte descrição: RODO DE ALUMINIO 60 CM C/CABO,,"A descrição correta de acordo com a Nomenclatura Comum do Mercusul para 'RODO DE ALUMINIO 60 CM C/CABO' é Vassouras e escovas, mesmo constituindo partes de máquinas, de aparelhos ou de veículos, vassouras mecânicas de uso manual não motorizadas, pincéis e espanadores; cabeças preparadas para escovas, pincéis e artigos semelhantes; bonecas e rolos para pintura   - Outros",
gpt-4o-mini-2024-07-18,177,0.1,0.9,Qual a descrição oficial do código NCM para a mercadoria com a seguinte descrição: RODO DE ALUMINIO 60 CM C/CABO,,"A descrição correta de acordo com a Nomenclatura Comum do Mercusul para 'RODO DE ALUMINIO 60 CM C/CABO' é Vassouras e escovas, mesmo constituindo partes de máquinas, de aparelhos ou de veículos, vassouras mecânicas de uso manual não motorizadas, pincéis e espanadores; cabeças preparadas para escovas, pincéis e artigos semelhantes; bonecas e rolos para pintura   - Outros",
gpt-4o-mini-2024-07-18,177,1.0,0.1,Qual a descrição oficial do código NCM para a mercadoria com a seguinte descrição: RODO DE ALUMINIO 60 CM C/CABO,,"A descrição correta de acordo com a Nomenclatura Comum do Mercusul para 'RODO DE ALUMINIO 60 CM C/CABO' é Vassouras e escovas, mesmo constituindo partes de máquinas, de aparelhos ou de veículos, vassouras mecânicas de uso manual não motorizadas, pincéis e espanadores; cabeças preparadas para escovas, pincéis e artigos semelhantes; bonecas e rolos para pintura   - Outros",
gpt-4o-mini-2024-07-18,177,1.0,0.5,Qual a descrição oficial do código NCM para a mercadoria com a seguinte descrição: RODO DE ALUMINIO 60 CM C/CABO,,"A descrição correta de acordo com a Nomenclatura Comum do Mercusul para 'RODO DE ALUMINIO 60 CM C/CABO' é Vassouras e escovas, mesmo constituindo partes de máquinas, de aparelhos ou de veículos, vassouras mecânicas de uso manual não motorizadas, pincéis e espanadores; cabeças preparadas para escovas, pincéis e artigos semelhantes; bonecas e rolos para pintura   - Outros",
gpt-4o-mini-2024-07-18,177,1.0,0.9,Qual a descrição oficial do código NCM para a mercadoria com a seguinte descrição: RODO DE ALUMINIO 60 CM C/CABO,,"A descrição correta de acordo com a Nomenclatura Comum do Mercusul para 'RODO DE ALUMINIO 60 CM C/CABO' é Vassouras e escovas, mesmo constituindo partes de máquinas, de aparelhos ou de veículos, vassouras mecânicas de uso manual não motorizadas, pincéis e espanadores; cabeças preparadas para escovas, pincéis e artigos semelhantes; bonecas e rolos para pintura   - Outros",
